Comment;Evaluation
Hoje é o dia mais feliz da minha vida. Eu não consigo acreditar que verei o pai dos pobres saindo pelos portões do calabouço fascista. Eu não consigo conter as lágrimas, pois finalmente posso afirmar que o regime político do meu país é a Democracia. O princípio de isonomia finalmente será respeitado e LuIa terá direito de ampla defesa. Melhor que isso só a cassação de Moro e o impeachment de Bolsonero, um dos maiores arsonistas que já existiram.;
"Continua condenado e vai voltar pra cadeia.
";
Já que as instituições brasileiras faliram de forma vergonhosa, sou totalmente a favor de um novo AI5, começando pelo supremo, bastando para isso, apenas um cabo e dois soldados.;
Viva o país da impunidade !!!!!;
ART 142 neles, vamos presidente agora é o xeque-mate;
Nova organização criminosa da esquerda JUNTAMENTE com o partido criminoso DO LULADRÃO o PT busca desestabilizar governos de direitas. No dia 14 de julho deste ano, se reuniram em Puebla, no México, lideranças de partidos de esquerda ligados ao Foro de São Paulo. A ESQUERDA DO LULADRÃO DO PT SE TRANSFORMA A PASSOS LARGOS EM UMA ORGANIZAÇÃO TERRORISTA CRIMINOSA. Entre os fundadores do grupo, políticos socialistas da América Latina e Espanha, como os brasileiros L.u.l.a da Silva, D.i.l.m.a, F.e.r.n.a.n.d.o H.a.d.d.a.d...;
Na realidade nesse País o crime compensa.......infelizmente...;
Nós as pessoas de bem deveriamos  nos juntar e tocar fogo em brasília para esses políticos bandidos verem o tamanho de nossa revolta !;
STF DEGRAÇADO, vão tomar no C - U! Filhos da P - U - T - A! Toffoli seu M - E - R - D - A! ;
sim no Brasil o crime compensa.;
Brasil piada mundial né;
"kkkkk
";
É brincadeira esse STF, LAMENTAVEL;
Seja bem vindo Marcola.;
O filho do Brasil já foi convidado para a posse do presidente da Argentina.....vai representando os 90 milhões de brasileiros que não votaram no Bozo e mais uns 40 milhões que votaram no Bozo e se arrependeram.....e o Bozo nem vai a posse do T.rum.po.....kkkkkkkkkkkkkkk;
inacreditavel isso, surreal, absurdo!!! só no Brasil mesmo, onde o STF manda mais que o Presidente da República. que nojo.;
"Agora só falta o STF determinar a prisão do Dallagnol e sua equipe; do juiz Bredas e do Ministro Sergio Moro! ";
"Gente, a Constituição Federal diz "" ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória"" ou diz ""ninguém será considerado culpado até a decisão de segunda instância condenatória""?";
""" O tempo de miar acabou e é hora de rugir?!""";
ELE NAO VAI SAIR. ELE MESMO DISSE QUE SÓ SAI QUANDO SUA INOCÊNCIA FOR PROVADA!!! ESSA DELIBERAÇÃO DO STF NAO SIGNIFICA SUA INOCÊNCIA. OU ELE MENTIU?;
Não foi o mesmo que disse  que só sairia inocente? ??  Honre o que falou e só saia quando  provar inocência...;
O cara foi julgado por um juiz que se aliou ao MP com o unico objetivo de condena-lo, não importando os meios. E tem um bando de ignorantes que se negam a admitir os fatos.Sergio Moro, você nunca me enganou, cada vez que eu te via dando seu showzinho na TV durante o julgamento, cada vez mais eu tinha certeza que você era um FALKE.;
E o fim disso tudo vai ser nada cômico. Ele poderá não estar seguro aqui fora. Poderá surgir um novo ai 5.;
Aqui em no leblom ja é fogos com força...Até os riquinhos se rederam....Chola bozominions a festinha de vocês acabaram...;
TRETA E CAOS É DISSO QUE EU GOSTO;
Meu detector de bots explodiu!;
"Agora a Ptralhada fica louca....
";
Odeio com todas minhas forças essa injustiça e impunidade que carregamos nas costas. QUE DROGAAA;
Essa prisão ilegal rende uma boa nota de indenização;
"Que decepção.
";
Fernandinho Beira Mar e Marcola podem comemorar também? Seu Ze da praça que ganhava um salario minimo e foi condenado na segunda instancia pode comemorar também ou não?;
Bom, a soltura dele nao beneficiou somente ele, tambem o Flavio, que escapou caso seje julgado, porem isso vai aumentar a polarização do Brasil, alem de alimentar o bozonarismo e jogar a cortina de fumaça nos casos da mariela, queimada, oleo nas praias, laranjas, alem de alimentar o video do leaozinho. Duvido que passe na camara a votação de prisao em segunda instancia, o bozonaro  nao vai deixar, pois afeta o filho dele tambem. Por que acha que ninguem deles falaram nada contra  a decisão do STF.;
O Crime venceu... Brasil impunidade é dos poucos países onde a corrupção compensa;
Muito triste.....nesse paisinho o crime compensa;
Isso é um sinal de que a dupla Flávio e Queiroz nunca será presa!;
OS BOLSOMINION PIRA!!!! KKKKKKKKKKKKKK;
"Velho Raul já dizia... ""O dia que a terra parou"" ";
O Brasil insiste em ser um pais sem vergonha.;
"""Ele foi o primeiro ex-presidente do Brasil CONDENADO por crime comum"", é só ler.... quem souber. CONDENADO é diferente de INOCENTADO. ";
Tenho vergonha de ser brasileiro, isso é um tapa na cara das pessoas de bem que trabalha e  paga os seus impostos.  Junto com ele, vão todos os crápulas preso pela jato que roubou com ele.;
agora os habeas corpus que demoravam 1 dias para ser julgados, demorarão 1 ano.... não estou querendo dizer nada! QUALQUER cidadão no Brasil sempre recebeu o mesmo tratamento pela justiça, como diz a nossa Constituição;
Acredito que mesmo saindo da prisão ele não vai ter a vida preservada. Alguém vai querer a cabeça dele.;
O que tem a ver Bols0nar0 ou Lul4? Quem perde é o Brasil com essa decisão do STF.;
Para mantê-lo preso a justiça teria que tratar os demais políticos da mesma forma. Não se pode colocar apenas um como bode expiatório.;
Já pode chegar forças armadas ;
SE O BRASIL JÁ ESTAVA DIVIDIDO COM O BOZO QUE É UM IGNORANTE, AGORA MESMO A ZORRA ESTA FEITA...VAI SER UM 'DEUS NOS ACUDA' MAS A LEI É ESSA, HÁ PRESUNÇÃO DE INOCÊNCIA..CONCORDANDO OU NÃO, FOI SEGUIDO A LEI.;
AFF VAO SOLTAR O DEMONIO ,DEUS ME LIVRE....;
Sr Sergio Moro, a tua sorte que o Brasil é composto por um povo  ignorante e inocente, que acredita em tudo que ve. Porque achar que existe juiz imparcial e sem simpatia por partidos políticos e interesses proprios é ser muito ingenuo.;
BRASIL. A PÁTRIA DA GOZOLÂNDIA. A PÁTRIA DA MENTIRA, A PÁTRIA DA CORRUÇÃO SEM PUNIÇÃO. VERGONHAVERGONAVERGONHAVERGONHAVERGONHAVERGONHAVERGONHA;
Quero ver se ele vai ser homem de honrar com a palavra dele! Não foi ele que disse que só sairia da cadeia quando fosse declaro inocente? Agora eu quero ver... País ridículo esse!;
IBOV despencando, mercado mostrando que não apoia essa atitude, infelizmente se nada for feito, teremos menos emprego nesse país, por um simples motivo quem tem dinheiro vai colocar em qualquer outro lugar que seja sério e tenha retorno. E para quem estiver lendo e tenha emprego, saiba  que seu cargo corre risco, uma vez que a tendencia é queda em investimentos no pais.;
Esse homem não fez , nem nunca vai fazer o mal a alguem, deixem de preconceito;
Nossa arma é nosso voto! Se é Lei solem logo. O Brasil já escolheu o seu caminho.;
melhor nem sair de casa hoje... risco de assaltos;
POVO BRASILEIRO NAS PROXIMA ELEICOES, VOTEM EM FERNANDO, SE ACONTECER ALGO NAO FUI EU NAO SEI DE NADA E SEGUNDA  NA VALE NADA;
Bandido bom é bandido solto... parabéns esquerda....;
Bozo com os dias contados. ;
Soltar todos que foram vítimas das bandidagens do MORO e DELTAN, eles não são Deuses, não estão acima das leis ;
Pra cima do bozo moluscão!;
OS BONS VÃO SE CALAR DIANTE DISSO?;
começou a soltura dos corruptos, ladroes..estrupadores , matadores e por aí vai,;
Vergonha deste supremo...tanto poder nas mãos de pessoas que só prejudicam o nosso Brasil e beneficiam corruptos, impossível continuar com a impunidade, isto tem de acabar...;
Com a suspeição de Morinho. Todo o processo será anulado. Juiz partidário não merece crédito.;
L.u.la de novo com a força do povo!! O nordeste inteiro está em festa!! ;
O pior cego é o que não quer ver... ;
AGORA  É HORA DA ONÇA BEBER AGUA OU MELHOR DA JARARACA KKKKKK;
OS CARAS SÃO RAPIDINHO.... ISSO PORQUE DISSERAM QUE NÃO IRIAM LIBERAR NINGÚEM RAPIDO.;
Absurdo. Daqui a pouco alguém vai dizer que o framengo é o campeão de 87. Ops... esse já transitou em julgado!!! Chorem rubronecas...;
Quem paga estes baderneiros para ficar parado segurando as bandeiras de terroristas?;
BRASIL O PAÍS DA IMPUNIDADE ONDE ESTÁ PROVADO QUE O CRIME COMPENSA PARABÉNS STF!!!!!!!!;
Juiz claramente cúmplice. ;
duas vezes na vida que senti vergonha de ser brasileiro: Brasil 1 x Alemanha 7, e agora hoje!!!!!;
Mais um BANDIDO ao AR LIVRE.;
"O pai do mensalão está solto!!
";
Eu já comprei lingerie nova para a minha esposa, pois o nosso  querido e amado Dr. Louis Ignácio de la Silva III vai ter uma noite de rei, recado a um bom vinho enquanto descansa do sexo.;
AGORA PARA CIMA DO BOZO PARA ACABAR COM ESSA PALHAÇADO COM O POVO;
Para extirpar esses tentáculos do câncer PT só mesmo os bisturis : Espada e Baioneta e como quimioterapia cacete no lombo dos esquerdiotas. Tem que ser rápido, pois sem remédio eficaz esses tentáculos estão  franca metástese.;
a saidinha de fim de ano começou cedo!!!!!;
Retrocesso...os maiores bandidos serão soltos! Triste Brasil!;
A bozada pira kkk . É lulalivre;
ABSURDO MORO NÃO MANDAR PRENDER POLÍTICOS AMIGO DELE.;
Aproximadamente 5000 corruptos e outros bandidos do colarinho branco serão beneficiados. Pobre não vai ter nenhuma moleza não: vai continuar indo pra cadeia como pobre, sem condições para pedir recurso em segunda instância não!;
É... Podemos preparar as nossas carteiras, pois o grande batedor estará à solta, graças aos poderosos ministros do STF;
É uma mistura de tristeza com desilusão, de ver a pilantragem organizada chegando até na mais alta corte ! Muitos ainda vão se arrepender deste momento, infelizmente será tarde de mais, pois toda luta pela democracia, acabamos de coloca-la na privada da história !!!;
Supremo tribunal da patifaria, abre as portas das prisões para todos os bandidos políticos e criminosos do colarinho branco, viva o STF, viva a corrupção, viva a impunidade.;
Agora vai poder descansar um pouco no Sítio de Atibaia...;
STF = VERGONHA ;
BOÇALminions aqui relinchando... Mas nenhum deles está cobrando que o Queiroz seja preso, que Flavio, Carlos, Eduardo e MIJAir BOÇALnaro sejam cassados por associação criminosa, peculato, lavagem de dinheiro e obstrução da justiça. Hipocrisia é o que há.;
SOLTARAM UM INOCENTE ATÉ QUE ENFIM...;
"SE OS JUIZES QUE ACHAM QUE ESTAO ACIMA DE QUALQUER ERRO TOMARAM ESSA DECISAO, COM CONSEQUENCIA OS CORRUPTOS SAÍRAO DA CADEIA, ENTO TEM QUE SOLTAR TODOS, VAMOS VER COMO VAI FICAR O NOSSO PAÍS.
";
TSF = VERGONHA;
A libertação do FILHO DO BRASIL representa a Liberdade para o nosso país, e para cada cidadão brasileiro de bem!;
Meu nome é Enéas. ;
Vem tranquilo lulinha para os braços do povo, o Brasil é seu!;
Esta nassão se sente como sentiu a Africa quando soutaram o mandella, um nó no peito que acabaserá 113 dias de festa, lulalivre moro preso.;
A boizada Bozo pegando ar.;
Sabe quando ele volta para a cadeia !???;
Escondam as carteiras;
vergonhaaaaaaaaaaaaaaaaaaaaaaa!!!;
Eita , o LULAdrão saiu! hehehehehe;
parabéns a nossa corte!!! covardes!! ;
E quando volta pro XILINDRÓ pra pagar pela morte do Celso Daniel??;
Hoje os bozominio fica vermelho de raiva... kkkkkk;
Que felisidade hoje e um grande dia;
Políticos corruptos de todos os partidos sendo soltos, entenderam agora qual a verdadeira intenção do STF?;
Caminhoneiros vamos parar o Brasil vamos parar tudo GREVE geral e mostrar ao STF que quem manda aqui é o povo brasileiro . GREVE GERAL  ;
O cara é influente. Alterou todo um entendimento jurisprudencial para ser beneficiado. E há quem diga que ele é um perseguido coitadinho. Kkkkkk;
Soltaram esse bebado? Ixxi agora ele vai roubar tudo que faltava!;
PRÓXIMO PASSO DO BRILHANTINA SERÁ PEDIR AO STFRUPTOS INDENIZAÇÃO.;
E VAI ROLAR A FESTA, VAI ROLAR ...  KKKKKKKKKKKK   VIVA;
O importante é que falta menos de 4 meses para o carnaval. Vamos lotar as avenidas e sambódromos da vida. Esse é o Brasil. Não adianta reclamar nas redes sociais. Hipócritas.;
Agora ele vai roubar o bolsa família dos coitadinhos kkkkkkkkkkkk pior que os coitadinhos dão tudo pra ele, são iludidos facilmente pela ignorância;
Agora soltem os outros 5.000 q foram condenados em 2' instância, o benefício serve pra todos. Com esta decisão do STF , desqualificaram todos os tribunais de 1 e 2 instância.;
Agora o Curintia se livra da divida do Itaquerao;
Agora falta prenderem o moro, o dallagnol e a familia de milicianos que mataram a Mariele. Enfim o Brasil voltando aos eixos. Bora voltar a crescer novamente!;
LULAMARTINMANDELA O SALVADOR DO BRASIL ;
É o STF mais uma vez trabalhando em pról dos bandidos. Vergonha nacional;
Ele.sera.candidato.de.novo.... mas desta vez nao tera a manipulacao das urnas, e ainda tera que fazer mais de.57 milhoes de votos. Veremos.;
O  STF acaba de cometer o crime mais hediondo contra a população !;
Temos que liberar o Fernandinho que é punguista em comparação a tropa da Petrobras;
O investimento do Lul a no Topholy se pagou - finalmente!;
"hoje tem festa entre a bandidagem. É incrível como o Brasil sofre nas mãos desses homens corruptos. Infelizmente por hora o mal venceu essa batalha. Mas a guerra vai continuar e o ""bem"" vai prevalecer, tenho certeza. Brasil acima de tudo e Deus acima de todos.";
Há de acontecer de um franco atirador eliminar este desgraçado.;
Saiu hoje já está armando o próximo crime com certeza ! Qual o próximo passo ? ;
Amigo do amigo de meu pai;
salve o homem.  nosso presidente. ve para o  povo.;
Que matem esse desgraçado o quanto antes.;
agora sim é hora dos brasileiros irem para rua igual fazem os chilenos, mas nos os brasileiros se tivermos cerveja e churrasco tá tudo certo. vamo quebrar tudo;
k vergonha !!!!!!;
Para nós POBRES e MORTAIS, a regra diz que deveríamos esperar a publicação do STF... mas para ....;
"""Isto aqui, ô ô. É um pouquinho de Brasil iá iá""";
Ué, não é uma juíza que cuida da pena desse larápio? Porque recorreram a outro?? São malacos mesmo.;
Será apenas um bandido a mais Souto nas ruas. ;
STF contra o povo e a favor dos bandidos...só poderia dar nisso.;
R I P Brasil ;
No Brazil se jogarem uma lona, vira circo. ;
VIVA A CORRUPÇÃO, VIVA O BRASIL.... KKKKKKKKKKKKKKKKKKKKKK  PAÍS DA CORRUPÇÃO;
A Suprema Corte mais covarde do mundo soltou o maior bandido de todos os tempos;
"Que bom !!! 
Tá livre !!! 
E muito bom pois assim vou poder reviver a grande emoção de velo ser preso novamente !!!!!";
Não entendo como pode ter gente que apoia o cara que roubou o nosso dinheiro para financiar ditaduras. Que Deus proteja essa nação.;
kkkkk. vai voltar para cadeia rapidinho, e dessa vez para o presidio normal , onde devem ficar os bandidos como ele.;
Soltar bandidos que quase quebra nosso país de tanto roubar, eu fico sem ação para defender meu país: uma palavra V E R G O N H A!!!!;
O Brasil para os honestos acabou, quem manda aqui é os bandidos, os trouxas pagam impostos e os bandidos roubam o dinheiro público.;
OBRIGADO DIAS TOFOLI...;
L.U.L.A LIVRE E A QUEDA DO JUIZ DE ARAQUE QUE ENGANOU O POVO PRA VIRAR MINISTRO;
AS AÇÕES DA BOLSA CAIRAM COM ESSA NOTÍCIA, EM COMPENSAÇÃO A POPULARIDADE DO NOSSO HONEST0 PRESIDENTE CRESCEU!;
POVO DEVE IR ÀS RUAS CONTRA ESSA IMORALIDADE QUE STF COMETEU E EXIGINDO MUDANÇA NA CONSTITUIÇÃO, QUE, AFINAL, FOI FEITA PELOS NOSSOS POLÍTICOS.;
Agora ficou difícil entender quem e o errado. Quem roubou ou quem mandou soltar o  quê roubou. ;
Nosso herói está livre afinal. ;
Parabéns Tófoli e Gilmar, vamos povoar nossas ruas com bandidos. Tá na hora de convocar o soldado, o cabo e o jipe. ;
O Bozo é mesmo muito esperto... Para desviar o foco das filhinhas, mando até soltar o homem kkkkkkkkkkkkkk.;
Saiu é ,,,, agora é só frequentar as reuniões do AA que se firma;
Hoje o home toma uma garrafa de pitu com limao kkkkkkkkk Brasil ta com uma imagem maravilhosa mundo a fora, piada pronta;
Daqui uns dias o mito também vai se beneficiar. Daí os bolsominions vão tudo aplaudir a decisão de ontem do STF. O povo brasileiro é uma onda. Kkkkkkkk;
Deveria ser assim: todo político que roubasse dinheiro público, ficaria preso até devolver todo o dinheiro roubado, perderia o mandato imediatamente  e depois ficaria proibido de ocupar cargos públicos por até 8 anos. ....simples assim. ......;
Bozo avisou que também não ira nesta futura cerimonia de posse.;
Agora prepara que vai ter guerra de sangue no Brasil por culpa do STF. ;
A justiça  brasileira deu, hoje, importante passo para recuperar a compostura.;
vai tomar um azulzinho e jantar a janja..;
Quero ver a choradeira dos Bozominios e Morominions, que comece;
Que Justiça nojenta, o STF presta e um desserviço para sociedade ;
E molusco. Se deu bem hein!. Agora vai gastar aquela grana do paraíso fiscal com a novinha né!;
Uma vergonha. É a pior e a mais nefasta composição do STF de todos os tempos, ladrões e corruPTos vão ganhar as ruas.  Não se faz mais generais como antigamente.;
Fogo no brasil;
O Adélio vai ser solto também?;
vamos abrir as portas das cadeias do brasil e soltar todo mundo. abram alas que os delinquêntes querem passar.;
Forças armadas vocês são uma vergonha! O STF faz o que quer e vocês não fazem nada , envergonham a pátria.;
Esta alegria vai durar pouco. Neste exato momento já, vários políticos e o povo já estão se mobilizando para aprovar a PEC que restaur a prisão em segunda instância.;
Artigo 142 JÁ;
Dia de festa. A rodada é por minha conta hoje. CELEBREMOS;
Senhores Militares, por favor, intervenção já!!! Vocês foram eleitos junto com o atual Presidente para por fim à corrupção. Não podem ficar assistindo este circo sem fazer nada!!!;
nao greve no pais alo exercito brasileiro atenção ;
Está na CF, o que vocês querem? O grande problema é a demora para ser julgado, isso que vocês precisam brigar.;
VERGONHA!!!;
JA DISSE QUE VAI PEGAR O MORO E O BOZO NO TAPA - GUENTA O HOMI AGORA ;
Volta logo Lulão eterno presidente do Brasil.;
1 ano e 7 meses sem beber aquela cachacinha. Acho que vai ter um troço.;
"Vergonha Nacional!!!! Luladrão!!! Mas vou adorar ver ele ser preso novamente!!!
";
VERGONHAAAA MUNDIAL .;
Só vim rir dos minios e seu rebanho.... kkkkkk grande dia taokay? kkkkkkkkkkkkkkkkkkkkk;
Agora é hora de curtir a vida adoidado. Gastar uns milhoezinhos e tals... altas mina  em casa.;
"Parabéns STF. SQN
Vergonha desse país.";
Quero ir embora desse país... mas infelizmente não tenho condições. O exercito tem que assumir mesmo.;
Pior que ele não vai querer sair. ;
Reparo de injustiça ;
Brasil sendo Brasil!! Esse lugar só vai ser bom de verdade quando a população criar vergonha na cara e decidir arrancar esse politicos do poder na base da voadora!;
Não temos futuro, temos só um passado que acabou de sair do túmulo;
"Que baixaria!!! Que humilhação para o ""povo brasileiro"". Vcs do STF não estão a favor do crescimento de um país! Estão lutando por interesses próprios!! Bandidos!!!";
Dia triste esse . Velório de nossa justiça . Acabou . O crime, definidamente , compensa neste país . ;
pensei que ele não estivesse interessado nisso! disse que só sairia qdo provasse sua inocência! acho que mudou de idéia....kkkkkkkkkk;
No Brasil, para quem tem dinheiro, o crime compensa. Imagina quantos presos estão ainda aguardando julgamento atrás das grades, mas preso. Quanto ao ex presidente, julgado em tempo recorde, para ele a justiça é célere, condenado em duas instâncias, solto. ;
Um ano e sete meses preso e não concluíram o inquérito. Aff...;
sextou!!!;
O BRASIL PRECISA VOLTAR AO IMPERIO;
STF = BANDIDOS DEFENDENDO BANDIDOS..........;
Conseguiram, parabéns in-justica brasileira ;
Eita, hoje ele toma uma cana grande! ;
Nojo desse pais. ;
Viva o Brasil.....;
L.ula preso ou solto, os bozopatas estão tomando e cantando como galinhas! Não importa o desastre do governo os bozopatas estão felizes tomando e cantando! Lamentável!;
Vergonha ;
Bye bye bozo e o seu rebanho de bozovinos ;
Vergonha do STF;
Que bom ! Assim fica mais fácil pra ser hostilizado na rua ! Continuará preso, do mesmo jeito.;
Uma vergonha esse Supremo. Amanhã nas ruas para o congresso voltar PEC da Prisão após Segunda Instância. Aí não vai ter mais interpretação errada da lei.;
"No Brasil tem de tudo .. até fã de bandido tem !!!
Vergonha  morar aqui  ! ";
QUE PAÍS É ESTE. VERGONHA DOS POLÍTICOS JUÍZES,PROMOTORES E GOVERNO EM GERAL;
FICHA SUJA, E QUANTA GENTE QUE NÃO TEM O QUE FAZER;
"Abriram a porteira...""passa boi, passa boiada!""";
Afinal, é pra isso que o STF foi montado por indicações políticas. Taí a realidade dos fatos. Parabéns aos envolvidos;
Há verdade é que nossa suprema corte fez de tudo para apenas poder soltar um bandido mas tbm mais 5 mil nas ruas nos próximos dias , agora a pegadinha o câmara pode mudar qual político vai mudar isso para ser preso , Brasil país da corrupção e impunidade;
Que vergonha;
Solto nada, a tal de Rosângela Silva é maior chave de cadeia...;
Só no Brasil mesmo....... Esse STF é surreal.;
A justiça seria completa se o mesmo local  temporariamente, evidente, depois Papuba, fosse destinado ao Moro e o grupo de Deltan. Aquele que surrapiou R$ 2.500.000.000,00 da União, devolvido por ordem judicial.;
Pessoal... liberou geral... podem roubar, matar... ta tudo liberado.  ;
Quem deve ta comemorando, são os moradores que residem próximo da PF pois, morar perto de bandido e militantes do capeta, é o mesmo que morar no inferno!!!;
Este país é uma vergonha.;
Memi PPP ativado com sucesso;
Confirmado: STF  -  A C O V A R D A D O!;
Manda um Cabo e um Soldado no STF que fecha!!!;
"CABE AO CONGRESSO RESOLVER ISSO, PORQUE OS QUE ESTÃO LÁ NÃO QUEREM A PRISÃO EM 2 INSTANCIA?
ADIVINHEM ?????";
Ao sexta feira;
brasil pais da piada . mundial ;
Adélio Bispo será solto e ainda hoje se encontrará com seu criador.;
Ole ole ola ;
Se preparem a bandidagem vai estar nas ruas nos próximos dias.;
Atenção curitibanos, o circo chegou à cidade. Ainda bem que vai durar só um dia.;
Que falta nos faz um sniper!!!;
Este cara, já que não foi cumprir a pena num presidio, estava dando um prejuízo muito grande aos cofres públicos.;
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;
"Agora o único que pode salvar este Brasil é o PCC. 
Pois se depender do governo está difícil ";
Obrigado STF pela insegurança politica/judicial desse país!;
Mudaram as leis para soltar o Larápi0;
Hipócritas, quando o MP pegou o Flávio Bozonaro, num instante quiseram Foro Privilegiado.;
ta solto mas não deixa de ser bandido...como muitos outros, seria bom que ele saísse com tornozeleira que é o que ele merece... ;
STF tribunal do crime!!!!!!!!!!!!!;
O negócio é fazer da vida dele um inferno aqui do lado de fora. Como fazem com o Ritchtofen e o goleiro Bruno.;
STF será culpado pela zona que Brasil vai ter agora.  Vai virar Chile o Brasil .;
DESGRAÇA DE PAÍS... MALDITO STF;
Isto é uma vergonha.;
Luto!!!!;
T0ff0li vc é um L1x0 !!!;
Que país e esse...;
Essa perseguição aos políticos precisa acabar, o povo não aguenta mais;
parece piada, mas é só o Brasil!;
Fale mais Palocci que ainda é tempo de manter o chefe preso.;
O Brasil não tem jeito não, não adianta. Isso aqui só vai ir pra frente com ditadura. Torço por um golpe, sem condições.;
Finalmente o Brasil está LIVRE da honestidade, voltemos em definitivo para a velha corrupção.... bora roubarrrrrrrrr genteeeee;
Ele não volta mais para a prisão, depois do transito em julgado ele vai para a Argentina...;
É tudo que a petezada queria. Stf vergonha brasileira;
Acho que deveria ter o HSTF - Hiper Supremo Tribunal Federal, pra ir até a quinta estancia... ;
QUE VERGONHA.......... ;
Eeeeeeeeeeeeeee o Brasil está em festa!!!!!!!!!!!!!!!!!!!!!!!;
Todas as pessoas de bem querem que seja preso em primeira instancia. Quem quer soltar bandido são os super-humanos da esquerda canalha.;
Sim....o crime compensa...só no Brasil.;
LILI CANTOU, PARCEIRO;
"Verdadeiro absurdo isso, GENTE ONDE VAMOS PARAR E QUANDO VAMOS PARAR ELES, TA DE MAIS.
";
STF ,vergonha nacional.;
Brasil 1 x 7 Corrupção!!!!!;
Pior q isso vai ser ele logo logo receber uma indenização pelo tempo q ficou lá pois estamos no Brasil onde o crime compensa;
Brasil! Aqui o crime compensa. Se você for político então... É só conversar com o STF.;
Oque compensa ser no Brasil? Bandido ou Pessoa correta?;
Vergonha!!! Pobre vai preso antes mesmo da 1a instância ... os grandes bandidos, p tr alhas que assaltaram o País, nunca mais serão presos, podem ficar recorrendo e gastando parte do roubo com as quadrilhas de a d vo gados!!! Triste, mais aqui o grande crime compensa! Lamento pelo Moro, sua equipe e familiares que sofreram todo tipo de pressão para nada!!!;
Terra brasilis, país da vergonha, imoralidade e picaretagem, a  Suprema corte por puro coleguismo, atenta contra o cidadão de bem!!! Que constituição é essa que não chega as áreas pobres do Brasil? Constituição usada a bel prazer!!!;
Nunca será solto, o recurso só acaba quando acaba a grana. Voa brasilzão, voa pro inferno...;
Agora não terá superlotamento nas cadeias! Boa idéia STF!;
O Brasil acabou!;
A CORRUPÇÃO VENCEU A DEMOCRACIA;
Vergonha mundial, este país não tem mais jeito..... e um bando de v...................... apoiando e idolatrando este bandido. ;
Vou te achar. demônio, pode esperar;
"Não tenho fé nesse país!
Brasil definitivamente não é um país sério.";
"A  PARTIR  DE  AGORA   !!  ANULEM Á ELEIÇÃO PRESIDENCIAL  DE  2018   !!   O  L""ULA  SERÁ  ELEITO  COM  MAIS DE  80 %   DOS  VOTO  VÁLIDOS   !!   VIVA  Á  DEMOCRACIA  !!  VIVA  O  STF  !!  VIVA  Á  SOBERANA  CONSTITUIÇÃO  FEDERAL  DO  BRASIL   !!   VIVA  O  SEMPRE  INOCENTE  LUIZ  INÁCIO  L""ULA  DA  SILVA   !!!";
Se fosse ano passado, teríamos um presidente mais capacitado e menos hipócrita. Volta lulah.;
Brasil ... Um país de todos ...;
Fala ai gado tô rindo de vários amigos gado;
Somos todos Palloci;
Finalmente liberaram o lulinha, que tirou trilhões de pobreza, amigo de cuba, a liberdade cantou!! kkkkk grande dia (y)  E sim coleguinhas, desvio de dinheiro público vale a pena sim.;
brasil hoje foi contra a mais de 190 países que já aderem a prisao em segunda instancia, soltou milhares de bandidos, ja tem dezenas de políticos reconhecidamente corruptos agitando liberação.......e .... povo comemorando 1 cara que foi solto que tem uns 12 processos em cima (se livrou de 1);
Vai tumultuar o ambiente das reformas. Se quiser fazer gracinha com povo nas ruas, exército neles. ;
Melhor nem sair. Já já vai ter de voltar.;
Abaixo a corrupção. ;
Deram um tiro no pé do Brasil! Espero que um dia tomem consciência do absurdo que fizeram!;
A partir de ontem todo criminoso que tiver grana para recorrer nunca será preso. Ou seja... Cadeia apenas para pobre.;
Brasil sendo Brasil!!!;
Já era esperado  até  cego vê que o @STF iria soltar ,  fala  sério  prevalecer a vontade dos bandidos de TOGA  do @STF mais que a população e não fazem nada mandam mais que o presidente eleito pelo povo .;
País onde o crime compensa. ;
Brasil.pais da impunidade;
Só mais um bandido nas ruas, graças ao prostíbulo chamado STF. ;
Pior dia para o Brasil;
Que vergonha STF.. que vergonha.. Voltem para a faculdade, pois, não aprenderam nada. ;
Aí é o 1u1ão1adrão meu irmão! Ele provou que quem manda no STF é ele poulrra!;
Quem colocou aquela lei na Constituição foram os políticos no congresso, e quem elegeu eles foram os eleitores nos anos 80. Infelizmente o Brasil não merece a democracia.;
O país de criminosos é aqui no BRAZIL;
Agora vai pra Rua o verdadeiro MITO... e como diz o Barack Obama, o politico mais influente da Terra..... vamos derrubar os fascista... avante ;
AGORA,COINCIDENTEMENTE,MAIS COMECAR MORRER GENTE NESSE MEIO POLITICO,VAI SER AVIAO CAINDO,CARROS VAO CAPOTAR E POR AI VAI ......;
Agora o Brasil  vira uma Venezuela ...agora vira guerra;
Foi uma linda canetada azul!! ;
País deprimente! E isso tudo com a ajuda do presidente, que já se prepara para uma condenação do filho, Flávio, ajudou a barrar a CPI da Toga e trabalhou para derrubar os vetos fakes na lei de abuso de autoridade. Incrível assistir a uma desestabilização de um país para colocar um meliante terr0rista nas ruas.;
Viva o crime organizado chamado STF!!;
ninguém vai querer um ex presidiário como presidente ...ser a uma vergonha..um vexame para este País  eleger um ex presidiário.;
e nós os desocupados aqui também escrevendo sobre o assunto. Vai la quem quer. Escreve tb quem quer.;
